@relation 'pokemon-weka.filters.unsupervised.attribute.Add-TNOM-NClassification-Lstrong,medium,weak-Clast'

@attribute id numeric
@attribute name1 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name2 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name3 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name4 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name5 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name6 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute strength numeric
@attribute Classification {strong?,weak?}

@data
92,12468,12540,12473,00000,00000,00000,310,weak?
94,12466,12531,12460,12540,00000,00000,500,strong?
96,12473,12522,12540,12503,00000,00000,328,weak?
97,12473,12522,12540,12497,12540,00000,483,strong?
98,12463,12521,12502,00000,00000,00000,325,weak?
99,12461,12531,12464,12521,12540,00000,475,strong?
100,12499,12522,12522,12480,12510,00000,330,weak?
101,12510,12523,12510,12452,12531,00000,480,strong?
102,12479,12510,12479,12510,00000,00000,325,weak?
103,12490,12483,12471,12540,00000,00000,520,strong?
104,12459,12521,12459,12521,00000,00000,320,weak?
106,12469,12527,12512,12521,12540,00000,455,strong?
107,12456,12499,12527,12521,12540,00000,455,strong?
109,12489,12460,12540,12473,00000,00000,340,weak?
110,12510,12479,12489,12460,12473,00000,490,strong?
111,12469,12452,12507,12540,12531,00000,345,weak?
112,12469,12452,12489,12531,00000,00000,485,strong?
113,12521,12483,12461,12540,00000,00000,450,strong?
115,12460,12523,12540,12521,00000,00000,490,strong?
116,12479,12483,12484,12540,00000,00000,295,weak?
118,12488,12469,12461,12531,12488,00000,320,weak?
119,12450,12474,12510,12458,12454,00000,450,strong?
120,12498,12488,12487,12510,12531,00000,340,weak?
121,12473,12479,12540,12511,12540,00000,520,strong?
122,12496,12522,12516,12540,12489,00000,460,strong?
123,12473,12488,12521,12452,12463,00000,500,strong?
124,12523,12540,12472,12517,12521,00000,455,strong?
125,12456,12524,12502,12540,00000,00000,490,strong?
126,12502,12540,12496,12540,00000,00000,495,strong?
127,12459,12452,12525,12473,00000,00000,500,strong?
128,12465,12531,12479,12525,12473,00000,490,strong?
129,12467,12452,12461,12531,12464,00000,200,weak?
130,12462,12515,12521,12489,12473,00000,540,strong?
131,12521,12503,12521,12473,00000,00000,535,strong?
132,12513,12479,12514,12531,00000,00000,288,weak?
133,12452,12540,12502,12452,00000,00000,325,weak?
134,12471,12515,12527,12540,12474,00000,525,strong?
135,12469,12531,12480,12540,12473,00000,525,strong?
136,12502,12540,12473,12479,12540,00000,525,strong?
138,12458,12512,12490,12452,12488,00000,355,weak?
139,12458,12512,12473,12479,12540,00000,495,strong?
140,12459,12502,12488,00000,00000,00000,355,weak?
141,12459,12502,12488,12503,12473,00000,495,strong?
142,12503,12486,12521,00000,00000,00000,515,strong?
143,12459,12499,12468,12531,00000,00000,540,strong?
144,12501,12522,12540,12470,12540,00000,580,strong?
145,12469,12531,12480,12540,00000,00000,580,strong?
146,12501,12449,12452,12516,12540,00000,580,strong?
147,12511,12491,12522,12517,12454,00000,300,weak?
149,12459,12452,12522,12517,12540,00000,600,strong?
150,12511,12517,12454,12484,12540,00000,680,strong?
151,12511,12517,12454,00000,00000,00000,600,strong?
152,12481,12467,12522,12540,12479,00000,318,weak?
154,12513,12460,12491,12454,12512,00000,525,strong?
155,12498,12494,12450,12521,12471,00000,309,weak?
157,12496,12463,12501,12540,12531,00000,534,strong?
158,12527,12491,12494,12467,00000,00000,314,weak?
160,12458,12540,12480,12452,12523,00000,530,strong?
161,12458,12479,12481,00000,00000,00000,215,weak?
163,12507,12540,12507,12540,00000,00000,262,weak?
165,12524,12487,12451,12496,00000,00000,265,weak?
167,12452,12488,12510,12523,00000,00000,250,weak?
169,12463,12525,12496,12483,12488,00000,535,strong?
170,12481,12519,12531,12481,12540,00000,330,weak?
171,12521,12531,12479,12540,12531,00000,460,strong?
172,12500,12481,12517,12540,00000,00000,205,weak?
173,12500,12451,00000,00000,00000,00000,218,weak?
174,12503,12503,12522,12531,00000,00000,210,weak?
175,12488,12466,12500,12540,00000,00000,245,weak?
177,12493,12452,12486,12451,00000,00000,320,weak?
178,12493,12452,12486,12451,12458,00000,470,strong?
179,12513,12522,12540,12503,00000,00000,280,weak?
181,12487,12531,12522,12517,12454,00000,510,strong?
182,12461,12524,12452,12495,12490,00000,490,strong?
183,12510,12522,12523,00000,00000,00000,250,weak?
186,12491,12519,12525,12488,12494,00000,500,strong?
187,12495,12493,12483,12467,00000,00000,250,weak?
188,12509,12509,12483,12467,00000,00000,340,weak?
189,12527,12479,12483,12467,00000,00000,460,strong?
191,12498,12510,12490,12483,12484,00000,180,weak?
194,12454,12497,12540,00000,00000,00000,210,weak?
196,12456,12540,12501,12451,00000,00000,525,strong?
197,12502,12521,12483,12461,12540,00000,525,strong?
199,12516,12489,12461,12531,12464,00000,490,strong?
201,12450,12531,12494,12540,12531,00000,336,weak?
203,12461,12522,12531,12522,12461,00000,455,strong?
204,12463,12492,12462,12480,12510,00000,290,weak?
205,12501,12457,12524,12488,12473,00000,465,strong?
208,12495,12460,12493,12540,12523,00000,510,strong?
209,12502,12523,12540,00000,00000,00000,300,weak?
210,12464,12521,12531,12502,12523,00000,450,strong?
212,12495,12483,12469,12512,00000,00000,500,strong?
213,12484,12508,12484,12508,00000,00000,505,strong?
214,12504,12521,12463,12525,12473,00000,500,strong?
216,12498,12513,12464,12510,00000,00000,330,weak?
217,12522,12531,12464,12510,00000,00000,500,strong?
218,12510,12464,12510,12483,12464,00000,250,weak?
220,12454,12522,12512,12540,00000,00000,250,weak?
221,12452,12494,12512,12540,00000,00000,450,strong?
223,12486,12483,12509,12454,12458,00000,300,weak?
224,12458,12463,12479,12531,00000,00000,480,strong?
225,12487,12522,12496,12540,12489,00000,330,weak?
226,12510,12531,12479,12452,12531,00000,465,strong?
227,12456,12450,12540,12512,12489,00000,465,strong?
228,12487,12523,12499,12523,00000,00000,330,weak?
229,12504,12523,12460,12540,00000,00000,500,strong?
230,12461,12531,12464,12489,12521,00000,540,strong?
231,12468,12510,12478,12454,00000,00000,330,weak?
232,12489,12531,12501,12449,12531,00000,500,strong?
233,12509,12522,12468,12531,00000,00000,515,strong?
234,12458,12489,12471,12471,00000,00000,465,strong?
235,12489,12540,12502,12523,00000,00000,250,weak?
236,12496,12523,12461,12540,00000,00000,210,weak?
237,12459,12509,12456,12521,12540,00000,455,strong?
238,12512,12481,12517,12540,12523,00000,305,weak?
241,12511,12523,12479,12531,12463,00000,490,strong?
242,12495,12500,12490,12473,00000,00000,540,strong?
243,12521,12452,12467,12454,00000,00000,580,strong?
244,12456,12531,12486,12452,00000,00000,580,strong?
245,12473,12452,12463,12531,00000,00000,580,strong?
246,12520,12540,12462,12521,12473,00000,300,weak?
248,12496,12531,12462,12521,12473,00000,600,strong?
249,12523,12462,12450,00000,00000,00000,680,strong?
250,12507,12454,12458,12454,00000,00000,680,strong?
251,12475,12524,12499,12451,00000,00000,600,strong?
252,12461,12514,12522,00000,00000,00000,310,weak?
254,12472,12517,12459,12452,12531,00000,530,strong?
255,12450,12481,12515,12514,00000,00000,310,weak?
257,12496,12471,12515,12540,12514,00000,530,strong?
258,12511,12474,12468,12525,12454,00000,310,weak?
260,12521,12464,12521,12540,12472,00000,535,strong?
261,12509,12481,12456,12490,00000,00000,220,weak?
263,12472,12464,12470,12464,12510,00000,240,weak?
265,12465,12512,12483,12477,00000,00000,195,weak?
266,12459,12521,12469,12522,12473,00000,205,weak?
268,12510,12518,12523,12489,00000,00000,205,weak?
270,12495,12473,12508,12540,00000,00000,220,weak?
271,12495,12473,12502,12524,12525,00000,340,weak?
272,12523,12531,12497,12483,12497,00000,480,strong?
273,12479,12493,12508,12540,00000,00000,220,weak?
274,12467,12494,12495,12490,00000,00000,340,weak?
275,12480,12540,12486,12531,12464,00000,480,strong?
276,12473,12496,12513,00000,00000,00000,270,weak?
278,12461,12515,12514,12513,00000,00000,270,weak?
280,12521,12523,12488,12473,00000,00000,198,weak?
281,12461,12523,12522,12450,00000,00000,278,weak?
282,12469,12540,12490,12452,12488,00000,518,strong?
283,12450,12513,12479,12510,00000,00000,269,weak?
285,12461,12494,12467,12467,00000,00000,295,weak?
286,12461,12494,12460,12483,12469,00000,460,strong?
287,12490,12510,12465,12525,00000,00000,280,weak?
289,12465,12483,12461,12531,12464,00000,670,strong?
290,12484,12481,12491,12531,00000,00000,266,weak?
291,12486,12483,12459,12491,12531,00000,456,strong?
292,12492,12465,12491,12531,00000,00000,236,weak?
293,12468,12491,12519,12491,12519,00000,240,weak?
295,12496,12463,12458,12531,12464,00000,490,strong?
296,12510,12463,12494,12471,12479,00000,237,weak?
297,12495,12522,12486,12516,12510,00000,474,strong?
298,12523,12522,12522,00000,00000,00000,190,weak?
300,12456,12493,12467,00000,00000,00000,260,weak?
304,12467,12467,12489,12521,00000,00000,330,weak?
306,12508,12473,12468,12489,12521,00000,530,strong?
307,12450,12469,12490,12531,00000,00000,280,weak?
309,12521,12463,12521,12452,00000,00000,295,weak?
310,12521,12452,12508,12523,12488,00000,475,strong?
316,12468,12463,12522,12531,00000,00000,302,weak?
317,12510,12523,12494,12540,12512,00000,467,strong?
318,12461,12496,12491,12450,00000,00000,305,weak?
319,12469,12513,12495,12480,12540,00000,460,strong?
321,12507,12456,12523,12458,12540,00000,500,strong?
322,12489,12531,12513,12523,00000,00000,305,weak?
323,12496,12463,12540,12480,00000,00000,460,strong?
324,12467,12540,12479,12473,00000,00000,470,strong?
325,12496,12493,12502,12540,00000,00000,330,weak?
326,12502,12540,12500,12483,12464,00000,470,strong?
328,12490,12483,12463,12521,12540,00000,290,weak?
329,12499,12502,12521,12540,12496,00000,340,weak?
330,12501,12521,12452,12468,12531,00000,520,strong?
331,12469,12508,12493,12450,00000,00000,335,weak?
332,12494,12463,12479,12473,00000,00000,475,strong?
333,12481,12523,12483,12488,00000,00000,310,weak?
334,12481,12523,12479,12522,12473,00000,490,strong?
335,12470,12531,12464,12540,12473,00000,458,strong?
336,12495,12502,12493,12540,12463,00000,458,strong?
339,12489,12472,12519,12483,12481,00000,288,weak?
340,12490,12510,12474,12531,00000,00000,468,strong?
341,12504,12452,12460,12491,00000,00000,308,weak?
342,12471,12470,12522,12460,12540,00000,468,strong?
343,12516,12472,12525,12531,00000,00000,300,weak?
344,12493,12531,12489,12540,12523,00000,500,strong?
345,12522,12522,12540,12521,00000,00000,355,weak?
346,12518,12524,12452,12489,12523,00000,495,strong?
347,12450,12494,12503,12473,00000,00000,355,weak?
348,12450,12540,12510,12523,12489,00000,495,strong?
349,12498,12531,12496,12473,00000,00000,200,weak?
350,12511,12525,12459,12525,12473,00000,540,strong?
353,12459,12466,12508,12454,12474,00000,295,weak?
354,12472,12517,12506,12483,12479,00000,455,strong?
355,12520,12510,12527,12523,00000,00000,295,weak?
356,12469,12510,12520,12540,12523,00000,455,strong?
357,12488,12525,12500,12454,12473,00000,460,strong?
359,12450,12502,12477,12523,00000,00000,465,strong?
360,12477,12540,12490,12494,00000,00000,260,weak?
361,12518,12461,12527,12521,12471,00000,300,weak?
362,12458,12491,12468,12540,12522,00000,480,strong?
363,12479,12510,12470,12521,12471,00000,290,weak?
365,12488,12489,12476,12523,12460,00000,530,strong?
366,12497,12540,12523,12523,00000,00000,345,weak?
367,12495,12531,12486,12540,12523,00000,485,strong?
368,12469,12463,12521,12499,12473,00000,485,strong?
369,12472,12540,12521,12531,12473,00000,485,strong?
370,12521,12502,12459,12473,00000,00000,330,weak?
371,12479,12484,12505,12452,00000,00000,300,weak?
373,12508,12540,12510,12531,12480,00000,600,strong?
374,12480,12531,12496,12523,00000,00000,300,weak?
376,12513,12479,12464,12525,12473,00000,600,strong?
377,12524,12472,12525,12483,12463,00000,580,strong?
378,12524,12472,12450,12452,12473,00000,580,strong?
379,12524,12472,12473,12481,12523,00000,580,strong?
380,12521,12486,12451,12450,12473,00000,600,strong?
381,12521,12486,12451,12458,12473,00000,600,strong?
382,12459,12452,12458,12540,12460,00000,670,strong?
383,12464,12521,12540,12489,12531,00000,670,strong?
384,12524,12483,12463,12454,12470,00000,680,strong?
385,12472,12521,12540,12481,00000,00000,600,strong?
386,12487,12458,12461,12471,12473,00000,600,strong?
387,12490,12456,12488,12523,00000,00000,318,weak?
389,12489,12480,12452,12488,12473,00000,525,strong?
390,12498,12467,12470,12523,00000,00000,309,weak?
392,12468,12454,12459,12470,12523,00000,534,strong?
393,12509,12483,12481,12515,12510,00000,314,weak?
395,12456,12531,12506,12523,12488,00000,530,strong?
396,12512,12483,12463,12523,00000,00000,245,weak?
397,12512,12463,12496,12540,12489,00000,340,weak?
398,12512,12463,12507,12540,12463,00000,485,strong?
399,12499,12483,12497,00000,00000,00000,250,weak?
401,12467,12525,12508,12540,12471,00000,194,weak?
403,12467,12522,12531,12463,00000,00000,263,weak?
405,12524,12531,12488,12521,12540,00000,523,strong?
406,12473,12508,12511,12540,00000,00000,280,weak?
407,12525,12474,12524,12452,12489,00000,515,strong?
408,12474,12460,12452,12489,12473,00000,350,weak?
409,12521,12512,12497,12523,12489,00000,495,strong?
410,12479,12486,12488,12503,12473,00000,350,weak?
411,12488,12522,12486,12503,12473,00000,495,strong?
412,12511,12494,12512,12483,12481,00000,224,weak?
415,12511,12484,12495,12491,12540,00000,244,weak?
416,12499,12540,12463,12452,12531,00000,474,strong?
418,12502,12452,12476,12523,00000,00000,330,weak?
419,12501,12525,12540,12476,12523,00000,495,strong?
420,12481,12455,12522,12531,12508,00000,275,weak?
421,12481,12455,12522,12512,00000,00000,450,strong?
422,12459,12521,12490,12463,12471,00000,325,weak?
423,12488,12522,12488,12489,12531,00000,475,strong?
424,12456,12486,12508,12540,12473,00000,482,strong?
425,12501,12527,12531,12486,00000,00000,348,weak?
426,12501,12527,12521,12452,12489,00000,498,strong?
427,12511,12511,12525,12523,00000,00000,350,weak?
428,12511,12511,12525,12483,12503,00000,480,strong?
429,12512,12454,12510,12540,12472,00000,495,strong?
430,12489,12531,12459,12521,12473,00000,505,strong?
431,12491,12515,12523,12510,12540,00000,310,weak?
432,12502,12491,12515,12483,12488,00000,452,strong?
433,12522,12540,12471,12515,12531,00000,285,weak?
434,12473,12459,12531,12503,12540,00000,329,weak?
435,12473,12459,12479,12531,12463,00000,479,strong?
436,12489,12540,12511,12521,12540,00000,300,weak?
437,12489,12540,12479,12463,12531,00000,500,strong?
438,12454,12477,12495,12481,00000,00000,290,weak?
439,12510,12493,12493,00000,00000,00000,310,weak?
440,12500,12531,12503,12463,00000,00000,220,weak?
442,12511,12459,12523,12466,00000,00000,485,strong?
443,12501,12459,12510,12523,00000,00000,300,weak?
445,12460,12502,12522,12450,12473,00000,600,strong?
447,12522,12458,12523,00000,00000,00000,285,weak?
448,12523,12459,12522,12458,00000,00000,525,strong?
449,12498,12509,12509,12479,12473,00000,330,weak?
450,12459,12496,12523,12489,12531,00000,525,strong?
451,12473,12467,12523,12500,00000,00000,330,weak?
452,12489,12521,12500,12458,12531,00000,500,strong?
453,12464,12524,12483,12464,12523,00000,300,weak?
454,12489,12463,12525,12483,12464,00000,490,strong?
455,12510,12473,12461,12483,12497,00000,454,strong?
456,12465,12452,12467,12454,12458,00000,330,weak?
457,12493,12458,12521,12531,12488,00000,460,strong?
458,12479,12510,12531,12479,00000,00000,345,weak?
459,12518,12461,12459,12502,12522,00000,334,weak?
460,12518,12461,12494,12458,12540,00000,494,strong?
461,12510,12491,12517,12540,12521,00000,510,strong?
462,12472,12496,12467,12452,12523,00000,535,strong?
463,12505,12525,12505,12523,12488,00000,515,strong?
464,12489,12469,12452,12489,12531,00000,535,strong?
465,12514,12472,12515,12531,12508,00000,535,strong?
466,12456,12524,12461,12502,12523,00000,540,strong?
467,12502,12540,12496,12540,12531,00000,540,strong?
468,12488,12466,12461,12483,12473,00000,545,strong?
469,12513,12460,12516,12531,12510,00000,515,strong?
470,12522,12540,12501,12451,12450,00000,525,strong?
471,12464,12524,12452,12471,12450,00000,525,strong?
472,12464,12521,12452,12458,12531,00000,510,strong?
473,12510,12531,12512,12540,00000,00000,530,strong?
474,12509,12522,12468,12531,00000,00000,535,strong?
475,12456,12523,12524,12452,12489,00000,518,strong?
476,12480,12452,12494,12540,12474,00000,525,strong?
477,12520,12494,12527,12540,12523,00000,525,strong?
478,12518,12461,12513,12494,12467,00000,480,strong?
480,12518,12463,12471,12540,00000,00000,580,strong?
481,12456,12512,12522,12483,12488,00000,580,strong?
482,12450,12464,12494,12512,00000,00000,580,strong?
483,12487,12451,12450,12523,12460,00000,680,strong?
484,12497,12523,12461,12450,00000,00000,680,strong?
485,12498,12540,12489,12521,12531,00000,600,strong?
486,12524,12472,12462,12460,12473,00000,670,strong?
487,12462,12521,12486,12451,12490,00000,680,strong?
488,12463,12524,12475,12522,12450,00000,600,strong?
489,12501,12451,12458,12493,00000,00000,480,strong?
490,12510,12490,12501,12451,00000,00000,600,strong?
491,12480,12540,12463,12521,12452,00000,600,strong?
492,12471,12455,12452,12511,00000,00000,600,strong?
493,12450,12523,12475,12454,12473,00000,720,strong?
494,12499,12463,12486,12451,12491,00000,600,strong?
495,12484,12479,12540,12472,12515,00000,308,weak?
497,12472,12515,12525,12540,12480,00000,528,strong?
498,12509,12459,12502,00000,00000,00000,308,weak?
500,12456,12531,12502,12458,12540,00000,528,strong?
501,12511,12472,12517,12510,12523,00000,308,weak?
503,12480,12452,12465,12531,12461,00000,528,strong?
