@relation 'pokemon-weka.filters.unsupervised.attribute.Add-TNOM-NClassification-Lstrong,medium,weak-Clast'

@attribute id numeric
@attribute name1 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name2 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name3 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name4 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name5 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute name6 {12449,12450,12451,12452,12453,12454,12455,12456,12457,12458,12459,12460,12461,12462,12463,12464,12465,12466,12467,12468,12469,12470,12471,12472,12473,12474,12475,12476,12477,12478,12479,12480,12481,12482,12483,12484,12485,12486,12487,12488,12489,12490,12491,12492,12493,12494,12495,12496,12497,12498,12499,12500,12501,12502,12503,12504,12505,12506,12507,12508,12509,12510,12511,12512,12513,12514,12515,12516,12517,12518,12519,12520,12521,12522,12523,12524,12525,12526,12527,12528,12529,12530,12531,12532,12533,12534,12535,12536,12537,12538,12539,12540,00000}
@attribute strength numeric
@attribute Classification {strong,medium,weak}

@data
71,12454,12484,12508,12483,12488,00000,490,medium?
72,12513,12494,12463,12521,12466,00000,335,weak?
73,12489,12463,12463,12521,12466,00000,515,medium?
74,12452,12471,12484,12502,12486,00000,300,weak?
75,12468,12525,12540,12531,00000,00000,390,weak?
76,12468,12525,12540,12491,12515,00000,495,medium?
77,12509,12491,12540,12479,00000,00000,410,medium?
78,12462,12515,12525,12483,12503,00000,500,medium?
79,12516,12489,12531,00000,00000,00000,315,weak?
80,12516,12489,12521,12531,00000,00000,490,medium?
81,12467,12452,12523,00000,00000,00000,325,weak?
82,12524,12450,12467,12452,12523,00000,465,medium?
83,12459,12514,12493,12462,00000,00000,352,weak?
84,12489,12540,12489,12540,00000,00000,310,weak?
85,12489,12540,12489,12522,12458,00000,460,medium?
86,12497,12454,12527,12454,00000,00000,325,weak?
87,12472,12517,12468,12531,00000,00000,475,medium?
88,12505,12488,12505,12479,12540,00000,325,weak?
89,12505,12488,12505,12488,12531,00000,500,medium?
90,12471,12455,12523,12480,12540,00000,305,weak?
91,12497,12523,12471,12455,12531,00000,525,medium?
92,12468,12540,12473,00000,00000,00000,310,weak?
93,12468,12540,12473,12488,00000,00000,405,medium?
94,12466,12531,12460,12540,00000,00000,500,medium?
95,12452,12527,12540,12463,00000,00000,385,weak?
96,12473,12522,12540,12503,00000,00000,328,weak?
97,12473,12522,12540,12497,12540,00000,483,medium?
98,12463,12521,12502,00000,00000,00000,325,weak?
99,12461,12531,12464,12521,12540,00000,475,medium?
100,12499,12522,12522,12480,12510,00000,330,weak?
101,12510,12523,12510,12452,12531,00000,480,medium?
102,12479,12510,12479,12510,00000,00000,325,weak?
103,12490,12483,12471,12540,00000,00000,520,medium?
104,12459,12521,12459,12521,00000,00000,320,weak?
105,12460,12521,12460,12521,00000,00000,425,medium?
106,12469,12527,12512,12521,12540,00000,455,medium?
107,12456,12499,12527,12521,12540,00000,455,medium?
108,12505,12525,12522,12531,12460,00000,385,weak?
109,12489,12460,12540,12473,00000,00000,340,weak?
110,12510,12479,12489,12460,12473,00000,490,medium?
111,12469,12452,12507,12540,12531,00000,345,weak?
112,12469,12452,12489,12531,00000,00000,485,medium?
113,12521,12483,12461,12540,00000,00000,450,medium?
114,12514,12531,12472,12515,12521,00000,435,medium?
115,12460,12523,12540,12521,00000,00000,490,medium?
116,12479,12483,12484,12540,00000,00000,295,weak?
117,12471,12540,12489,12521,00000,00000,440,medium?
118,12488,12469,12461,12531,12488,00000,320,weak?
119,12450,12474,12510,12458,12454,00000,450,medium?
120,12498,12488,12487,12510,12531,00000,340,weak?
121,12473,12479,12540,12511,12540,00000,520,medium?
122,12496,12522,12516,12540,12489,00000,460,medium?
123,12473,12488,12521,12452,12463,00000,500,medium?
124,12523,12540,12472,12517,12521,00000,455,medium?
125,12456,12524,12502,12540,00000,00000,490,medium?
126,12502,12540,12496,12540,00000,00000,495,medium?
127,12459,12452,12525,12473,00000,00000,500,medium?
128,12465,12531,12479,12525,12473,00000,490,medium?
129,12467,12452,12461,12531,12464,00000,200,weak?
130,12462,12515,12521,12489,12473,00000,540,medium?
131,12521,12503,12521,12473,00000,00000,535,medium?
132,12513,12479,12514,12531,00000,00000,288,weak?
133,12452,12540,12502,12452,00000,00000,325,weak?
134,12471,12515,12527,12540,12474,00000,525,medium?
135,12469,12531,12480,12540,12473,00000,525,medium?
136,12502,12540,12473,12479,12540,00000,525,medium?
137,12509,12522,12468,12531,00000,00000,395,weak?
138,12458,12512,12490,12452,12488,00000,355,weak?
139,12458,12512,12473,12479,12540,00000,495,medium?
140,12459,12502,12488,00000,00000,00000,355,weak?
141,12459,12502,12488,12503,12473,00000,495,medium?
142,12503,12486,12521,00000,00000,00000,515,medium?
143,12459,12499,12468,12531,00000,00000,540,medium?
144,12501,12522,12540,12470,12540,00000,580,strong?
145,12469,12531,12480,12540,00000,00000,580,strong?
146,12501,12449,12452,12516,12540,00000,580,strong?
147,12511,12491,12522,12517,12454,00000,300,weak?
148,12495,12463,12522,12517,12540,00000,420,medium?
149,12459,12452,12522,12517,12540,00000,600,strong?
150,12511,12517,12454,12484,12540,00000,680,strong?
151,12511,12517,12454,00000,00000,00000,600,strong?
152,12481,12467,12522,12540,12479,00000,318,weak?
153,12505,12452,12522,12540,12501,00000,405,medium?
154,12513,12460,12491,12454,12512,00000,525,medium?
155,12498,12494,12450,12521,12471,00000,309,weak?
156,12510,12464,12510,12521,12471,00000,405,medium?
157,12496,12463,12501,12540,12531,00000,534,medium?
158,12527,12491,12494,12467,00000,00000,314,weak?
159,12450,12522,12466,12452,12484,00000,405,medium?
160,12458,12540,12480,12452,12523,00000,530,medium?
161,12458,12479,12481,00000,00000,00000,215,weak?
162,12458,12458,12479,12481,00000,00000,415,medium?
163,12507,12540,12507,12540,00000,00000,262,weak?
164,12520,12523,12494,12474,12463,00000,442,medium?
165,12524,12487,12451,12496,00000,00000,265,weak?
166,12524,12487,12451,12450,12531,00000,390,weak?
167,12452,12488,12510,12523,00000,00000,250,weak?
168,12450,12522,12450,12489,12473,00000,390,weak?
169,12463,12525,12496,12483,12488,00000,535,medium?
170,12481,12519,12531,12481,12540,00000,330,weak?
171,12521,12531,12479,12540,12531,00000,460,medium?
172,12500,12481,12517,12540,00000,00000,205,weak?
173,12500,12451,00000,00000,00000,00000,218,weak?
174,12503,12503,12522,12531,00000,00000,210,weak?
175,12488,12466,12500,12540,00000,00000,245,weak?
176,12488,12466,12481,12483,12463,00000,405,medium?
177,12493,12452,12486,12451,00000,00000,320,weak?
178,12493,12452,12486,12451,12458,00000,470,medium?
179,12513,12522,12540,12503,00000,00000,280,weak?
180,12514,12467,12467,00000,00000,00000,365,weak?
181,12487,12531,12522,12517,12454,00000,510,medium?
182,12461,12524,12452,12495,12490,00000,490,medium?
183,12510,12522,12523,00000,00000,00000,250,weak?
184,12510,12522,12523,12522,00000,00000,420,medium?
185,12454,12477,12483,12461,12540,00000,410,medium?
186,12491,12519,12525,12488,12494,00000,500,medium?
187,12495,12493,12483,12467,00000,00000,250,weak?
188,12509,12509,12483,12467,00000,00000,340,weak?
189,12527,12479,12483,12467,00000,00000,460,medium?
190,12456,12452,12497,12512,00000,00000,360,weak?
191,12498,12510,12490,12483,12484,00000,180,weak?
192,12461,12510,12527,12522,00000,00000,425,medium?
193,12516,12531,12516,12531,12510,00000,390,weak?
194,12454,12497,12540,00000,00000,00000,210,weak?
195,12492,12458,12540,00000,00000,00000,430,medium?
196,12456,12540,12501,12451,00000,00000,525,medium?
197,12502,12521,12483,12461,12540,00000,525,medium?
198,12516,12511,12459,12521,12473,00000,405,medium?
199,12516,12489,12461,12531,12464,00000,490,medium?
200,12512,12454,12510,00000,00000,00000,435,medium?
201,12450,12531,12494,12540,12531,00000,336,weak?
202,12477,12540,12490,12531,12473,00000,405,medium?
203,12461,12522,12531,12522,12461,00000,455,medium?
204,12463,12492,12462,12480,12510,00000,290,weak?
205,12501,12457,12524,12488,12473,00000,465,medium?
206,12494,12467,12483,12481,00000,00000,415,medium?
207,12464,12521,12452,12460,12540,00000,430,medium?
208,12495,12460,12493,12540,12523,00000,510,medium?
209,12502,12523,12540,00000,00000,00000,300,weak?
210,12464,12521,12531,12502,12523,00000,450,medium?
211,12495,12522,12540,12475,12531,00000,430,medium?
212,12495,12483,12469,12512,00000,00000,500,medium?
213,12484,12508,12484,12508,00000,00000,505,medium?
214,12504,12521,12463,12525,12473,00000,500,medium?
215,12491,12517,12540,12521,00000,00000,430,medium?
216,12498,12513,12464,12510,00000,00000,330,weak?
217,12522,12531,12464,12510,00000,00000,500,medium?
218,12510,12464,12510,12483,12464,00000,250,weak?
219,12510,12464,12459,12523,12468,00000,410,medium?
220,12454,12522,12512,12540,00000,00000,250,weak?
221,12452,12494,12512,12540,00000,00000,450,medium?
222,12469,12491,12540,12468,00000,00000,380,weak?
223,12486,12483,12509,12454,12458,00000,300,weak?
224,12458,12463,12479,12531,00000,00000,480,medium?
225,12487,12522,12496,12540,12489,00000,330,weak?
226,12510,12531,12479,12452,12531,00000,465,medium?
227,12456,12450,12540,12512,12489,00000,465,medium?
228,12487,12523,12499,12523,00000,00000,330,weak?
229,12504,12523,12460,12540,00000,00000,500,medium?
230,12461,12531,12464,12489,12521,00000,540,medium?
231,12468,12510,12478,12454,00000,00000,330,weak?
232,12489,12531,12501,12449,12531,00000,500,medium?
233,12509,12522,12468,12531,00000,00000,515,medium?
234,12458,12489,12471,12471,00000,00000,465,medium?
235,12489,12540,12502,12523,00000,00000,250,weak?
236,12496,12523,12461,12540,00000,00000,210,weak?
237,12459,12509,12456,12521,12540,00000,455,medium?
238,12512,12481,12517,12540,12523,00000,305,weak?
239,12456,12524,12461,12483,12489,00000,360,weak?
240,12502,12499,12451,00000,00000,00000,365,weak?
241,12511,12523,12479,12531,12463,00000,490,medium?
242,12495,12500,12490,12473,00000,00000,540,medium?
243,12521,12452,12467,12454,00000,00000,580,strong?
244,12456,12531,12486,12452,00000,00000,580,strong?
245,12473,12452,12463,12531,00000,00000,580,strong?
246,12520,12540,12462,12521,12473,00000,300,weak?
247,12469,12490,12462,12521,12473,00000,410,medium?
248,12496,12531,12462,12521,12473,00000,600,strong?
249,12523,12462,12450,00000,00000,00000,680,strong?
250,12507,12454,12458,12454,00000,00000,680,strong?
251,12475,12524,12499,12451,00000,00000,600,strong?
252,12461,12514,12522,00000,00000,00000,310,weak?
253,12472,12517,12503,12488,12523,00000,405,medium?
254,12472,12517,12459,12452,12531,00000,530,medium?
255,12450,12481,12515,12514,00000,00000,310,weak?
256,12527,12459,12471,12515,12514,00000,405,medium?
257,12496,12471,12515,12540,12514,00000,530,medium?
258,12511,12474,12468,12525,12454,00000,310,weak?
259,12492,12510,12463,12525,12540,00000,405,medium?
260,12521,12464,12521,12540,12472,00000,535,medium?
261,12509,12481,12456,12490,00000,00000,220,weak?
262,12464,12521,12456,12490,00000,00000,420,medium?
263,12472,12464,12470,12464,12510,00000,240,weak?
264,12510,12483,12473,12464,12510,00000,420,medium?
265,12465,12512,12483,12477,00000,00000,195,weak?
266,12459,12521,12469,12522,12473,00000,205,weak?
267,12450,12466,12495,12531,12488,00000,395,weak?
268,12510,12518,12523,12489,00000,00000,205,weak?
269,12489,12463,12465,12452,12523,00000,385,weak?
270,12495,12473,12508,12540,00000,00000,220,weak?
271,12495,12473,12502,12524,12525,00000,340,weak?
272,12523,12531,12497,12483,12497,00000,480,medium?
273,12479,12493,12508,12540,00000,00000,220,weak?
274,12467,12494,12495,12490,00000,00000,340,weak?
275,12480,12540,12486,12531,12464,00000,480,medium?
276,12473,12496,12513,00000,00000,00000,270,weak?
277,12458,12458,12473,12496,12513,00000,430,medium?
278,12461,12515,12514,12513,00000,00000,270,weak?
279,12506,12522,12483,12497,12540,00000,430,medium?
280,12521,12523,12488,12473,00000,00000,198,weak?
281,12461,12523,12522,12450,00000,00000,278,weak?
282,12469,12540,12490,12452,12488,00000,518,medium?
283,12450,12513,12479,12510,00000,00000,269,weak?
284,12450,12513,12514,12540,12473,00000,414,medium?
285,12461,12494,12467,12467,00000,00000,295,weak?
286,12461,12494,12460,12483,12469,00000,460,medium?
287,12490,12510,12465,12525,00000,00000,280,weak?
288,12516,12523,12461,12514,12494,00000,440,medium?
289,12465,12483,12461,12531,12464,00000,670,strong?
290,12484,12481,12491,12531,00000,00000,266,weak?
291,12486,12483,12459,12491,12531,00000,456,medium?
292,12492,12465,12491,12531,00000,00000,236,weak?
293,12468,12491,12519,12491,12519,00000,240,weak?
294,12489,12468,12540,12512,00000,00000,360,weak?
295,12496,12463,12458,12531,12464,00000,490,medium?
296,12510,12463,12494,12471,12479,00000,237,weak?
297,12495,12522,12486,12516,12510,00000,474,medium?
298,12523,12522,12522,00000,00000,00000,190,weak?
299,12494,12474,12497,12473,00000,00000,375,weak?
300,12456,12493,12467,00000,00000,00000,260,weak?
301,12456,12493,12467,12525,12525,00000,380,weak?
302,12516,12511,12521,12511,00000,00000,380,weak?
303,12463,12481,12540,12488,00000,00000,380,weak?
304,12467,12467,12489,12521,00000,00000,330,weak?
305,12467,12489,12521,00000,00000,00000,430,medium?
306,12508,12473,12468,12489,12521,00000,530,medium?
307,12450,12469,12490,12531,00000,00000,280,weak?
308,12481,12515,12540,12524,12512,00000,410,medium?
309,12521,12463,12521,12452,00000,00000,295,weak?
310,12521,12452,12508,12523,12488,00000,475,medium?
311,12503,12521,12473,12523,00000,00000,405,medium?
312,12510,12452,12490,12531,00000,00000,405,medium?
313,12496,12523,12499,12540,12488,00000,400,medium?
314,12452,12523,12511,12540,12476,00000,400,medium?
315,12525,12476,12522,12450,00000,00000,400,medium?
316,12468,12463,12522,12531,00000,00000,302,weak?
317,12510,12523,12494,12540,12512,00000,467,medium?
318,12461,12496,12491,12450,00000,00000,305,weak?
319,12469,12513,12495,12480,12540,00000,460,medium?
320,12507,12456,12523,12467,00000,00000,400,medium?
321,12507,12456,12523,12458,12540,00000,500,medium?
322,12489,12531,12513,12523,00000,00000,305,weak?
323,12496,12463,12540,12480,00000,00000,460,medium?
324,12467,12540,12479,12473,00000,00000,470,medium?
325,12496,12493,12502,12540,00000,00000,330,weak?
326,12502,12540,12500,12483,12464,00000,470,medium?
327,12497,12483,12481,12540,12523,00000,360,weak?
328,12490,12483,12463,12521,12540,00000,290,weak?
329,12499,12502,12521,12540,12496,00000,340,weak?
330,12501,12521,12452,12468,12531,00000,520,medium?
331,12469,12508,12493,12450,00000,00000,335,weak?
332,12494,12463,12479,12473,00000,00000,475,medium?
333,12481,12523,12483,12488,00000,00000,310,weak?
334,12481,12523,12479,12522,12473,00000,490,medium?
335,12470,12531,12464,12540,12473,00000,458,medium?
336,12495,12502,12493,12540,12463,00000,458,medium?
337,12523,12490,12488,12540,12531,00000,440,medium?
338,12477,12523,12525,12483,12463,00000,440,medium?
339,12489,12472,12519,12483,12481,00000,288,weak?
340,12490,12510,12474,12531,00000,00000,468,medium?
341,12504,12452,12460,12491,00000,00000,308,weak?
342,12471,12470,12522,12460,12540,00000,468,medium?
343,12516,12472,12525,12531,00000,00000,300,weak?
344,12493,12531,12489,12540,12523,00000,500,medium?
345,12522,12522,12540,12521,00000,00000,355,weak?
346,12518,12524,12452,12489,12523,00000,495,medium?
347,12450,12494,12503,12473,00000,00000,355,weak?
348,12450,12540,12510,12523,12489,00000,495,medium?
349,12498,12531,12496,12473,00000,00000,200,weak?
350,12511,12525,12459,12525,12473,00000,540,medium?
351,12509,12527,12523,12531,00000,00000,420,medium?
352,12459,12463,12524,12458,12531,00000,440,medium?
353,12459,12466,12508,12454,12474,00000,295,weak?
354,12472,12517,12506,12483,12479,00000,455,medium?
355,12520,12510,12527,12523,00000,00000,295,weak?
356,12469,12510,12520,12540,12523,00000,455,medium?
357,12488,12525,12500,12454,12473,00000,460,medium?
358,12481,12522,12540,12531,00000,00000,425,medium?
359,12450,12502,12477,12523,00000,00000,465,medium?
360,12477,12540,12490,12494,00000,00000,260,weak?
361,12518,12461,12527,12521,12471,00000,300,weak?
362,12458,12491,12468,12540,12522,00000,480,medium?
363,12479,12510,12470,12521,12471,00000,290,weak?
364,12488,12489,12464,12521,12540,00000,410,medium?
365,12488,12489,12476,12523,12460,00000,530,medium?
366,12497,12540,12523,12523,00000,00000,345,weak?
367,12495,12531,12486,12540,12523,00000,485,medium?
368,12469,12463,12521,12499,12473,00000,485,medium?
369,12472,12540,12521,12531,12473,00000,485,medium?
370,12521,12502,12459,12473,00000,00000,330,weak?
371,12479,12484,12505,12452,00000,00000,300,weak?
372,12467,12514,12523,12540,00000,00000,420,medium?
373,12508,12540,12510,12531,12480,00000,600,strong?
374,12480,12531,12496,12523,00000,00000,300,weak?
375,12513,12479,12531,12464,00000,00000,420,medium?
376,12513,12479,12464,12525,12473,00000,600,strong?
377,12524,12472,12525,12483,12463,00000,580,strong?
378,12524,12472,12450,12452,12473,00000,580,strong?
379,12524,12472,12473,12481,12523,00000,580,strong?
380,12521,12486,12451,12450,12473,00000,600,strong?
381,12521,12486,12451,12458,12473,00000,600,strong?
382,12459,12452,12458,12540,12460,00000,670,strong?
383,12464,12521,12540,12489,12531,00000,670,strong?
384,12524,12483,12463,12454,12470,00000,680,strong?
385,12472,12521,12540,12481,00000,00000,600,strong?
386,12487,12458,12461,12471,12473,00000,600,strong?
387,12490,12456,12488,12523,00000,00000,318,weak?
388,12495,12516,12471,12460,12513,00000,405,medium?
389,12489,12480,12452,12488,12473,00000,525,medium?
390,12498,12467,12470,12523,00000,00000,309,weak?
391,12514,12454,12459,12470,12523,00000,405,medium?
392,12468,12454,12459,12470,12523,00000,534,medium?
393,12509,12483,12481,12515,12510,00000,314,weak?
394,12509,12483,12479,12452,12471,00000,405,medium?
395,12456,12531,12506,12523,12488,00000,530,medium?
396,12512,12483,12463,12523,00000,00000,245,weak?
397,12512,12463,12496,12540,12489,00000,340,weak?
398,12512,12463,12507,12540,12463,00000,485,medium?
